full_name,license_number,region,country,top_clients,verified_status,total_clients,success_rate,avg_contract_value,best_negotiated_contract,preferred_contract_terms,contact_email,phone_number,profile_rating,years_experience,languages_spoken,specialization,last_contract_date,agency_affiliation
Crystal Foster,FA9C8AAF8B,Southern Africa,Botswana,"Victor Osimhen, Achraf Hakimi, Wilfried Zaha, Aymen Balbouli",True,43,89.7,14356445.25,"EUR 18,687,408.11 - Ali Maâloul",Long-term Development Focus,crystal.foster@cruz-young.info,+267775080904,4.87,21,"English, Portuguese, Arabic","Talent Scouting, Youth Development",2025-01-11,Gonzalez Inc
Garrett Reed,FA85635056,West Africa,Sierra Leone,"Anis Ben Slimane, Edmond Tapsoba",False,76,78.69,6628833.02,"EUR 22,496,987.12 - Thomas Partey",Signing-on Fee Included,garrett.reed@lambert-rodriguez.com,+232521725987,4.76,9,"English, Swahili, French","Career Development, Youth Development",2024-03-14,Avery LLC
Nicholas Stone,FA1C670659,Southern Africa,South Africa,"Michael Olunga, Edmond Tapsoba, Patson Daka",False,99,76.62,6015469.75,"EUR 15,074,015.51 - Yassine Bounou",Renewal Option at Club’s Discretion,nicholas.stone@fischer.com,+27478074564,4.29,8,"Spanish, Portuguese","Talent Scouting, Career Development",2024-11-04,Kerr Inc
Megan Summers,FA0BEB7932,Central Africa,Central African Republic,"Aymen Dahmen, Wahbi Khazri, Karl Toko Ekambi, Riyad Mahrez",True,64,79.8,10151674.34,"EUR 17,376,168.87 - Aymen Dahmen",Experience-based Scaling,megan.summers@johnston.com,+236815651497,4.98,14,"Portuguese, French, Spanish","Youth Development, International Transfers, Career Development",2024-12-09,Cobb-Parker
Guy Robinson,FA029D3C06,North Africa,Libya,"Samuel Chukwueze, Vincent Aboubakar, Anis Ben Slimane, Mohamed Salah",False,89,68.02,10630555.6,"EUR 18,628,317.91 - Edmond Tapsoba",Incentive-driven Performance,guy.robinson@bradley.com,+218306095988,4.0,7,"English, Portuguese","Player Marketing, Youth Development, Career Development",2025-01-13,Lee-Villegas
Robert Robinson,FA43E15716,Southern Africa,Lesotho,"Edmond Tapsoba, Édouard Mendy, Vincent Aboubakar",False,80,84.97,5933466.91,"EUR 16,838,477.97 - Aymen Dahmen",No-trade Clause,robert.robinson@carlson.net,+266276997440,4.79,30,"French, Spanish, Swahili","International Transfers, Talent Scouting, Career Development",2024-12-06,Bentley PLC
Johnathan Kim,FA30A3A9C2,Southern Africa,Lesotho,"Karl Toko Ekambi, Ali Maâloul",True,79,63.09,8852866.7,"EUR 14,269,335.45 - Edmond Tapsoba",Incentive-driven Performance,johnathan.kim@fowler.com,+266262535146,4.79,1,"French, Swahili, English","Contract Negotiation, Career Development",2024-05-27,Nicholson Ltd
Brandi Hayes,FA6A460075,East Africa,Ethiopia,"André Onana, Wahbi Khazri, Yassine Bounou",True,35,91.1,10667931.89,"EUR 14,187,290.19 - Ali Maâloul",Medical & Injury Coverage,brandi.hayes@burns-davis.com,+251734811511,4.64,14,"Spanish, Arabic, French, English","Talent Scouting, International Transfers, Career Development",2024-05-15,Simmons-Levy
Thomas Warren,FA52B44D0B,West Africa,Cape Verde,"Aymen Balbouli, André Onana",False,65,71.38,9763352.12,"EUR 12,673,612.54 - Chancel Mbemba",Medical & Injury Coverage,thomas.warren@brown-huang.com,+238115865427,4.61,14,"French, Spanish, Swahili","Talent Scouting, Contract Negotiation",2024-06-15,Christian-Mckinney
Robert Adams,FA96B4B449,East Africa,Comoros,"Edmond Tapsoba, Michael Olunga",True,97,65.36,8846452.97,"EUR 12,784,646.83 - Sadio Mané",Youth Development Oriented,robert.adams@snyder-barron.com,+269191490154,4.27,1,"Spanish, Swahili, Portuguese, French","Youth Development, International Transfers",2024-04-28,Chan-Hicks
Samantha Stevens,FAEF21DE6B,Central Africa,Angola,"Mbwana Samatta, Aymen Balbouli, Anis Ben Slimane, Victor Osimhen",False,9,82.06,3776331.16,"EUR 20,977,353.61 - Aymen Dahmen",Experience-based Scaling,samantha.stevens@burke-harris.org,+244355238241,4.21,9,"English, Swahili","Contract Negotiation, Career Development",2024-09-06,Krause-Diaz
Jessica Dean,FA8CF8A2F7,Southern Africa,South Africa,"Riyad Mahrez, Édouard Mendy, Chancel Mbemba",False,61,82.93,13390905.56,"EUR 18,853,113.12 - Edmond Tapsoba",High Base + Short Duration,jessica.dean@cruz-young.net,+27205720896,4.04,29,"French, English, Swahili","Player Marketing, Contract Negotiation",2024-04-20,Baker-Wright
Megan Orozco,FAEA007450,Central Africa,Sao Tome and Principe,"Edmond Tapsoba, Ali Maâloul",False,47,61.06,13210682.87,"EUR 13,435,887.33 - Achraf Hakimi",Renewal Option at Club’s Discretion,megan.orozco@blevins.com,+000739263423,4.49,29,"Portuguese, Spanish, English, Swahili","Player Marketing, Career Development",2024-07-11,Oconnor Inc
Jessica Mcclure,FA1AEC1EDF,East Africa,Zambia,"Chancel Mbemba, Mohamed Salah, Anis Ben Slimane",True,60,73.46,3118195.67,"EUR 17,223,672.12 - Édouard Mendy",Revenue-sharing from Transfers,jessica.mcclure@herrera.com,+260876844284,3.6,15,"English, French, Swahili","Contract Negotiation, International Transfers, Player Marketing",2024-11-24,Williams-Cohen
Kayla Molina,FA510E006B,East Africa,Rwanda,"Percy Tau, Vincent Aboubakar",True,47,64.29,14769794.01,"EUR 19,404,700.85 - Vincent Aboubakar",Long-term Development Focus,kayla.molina@nixon-smith.com,+250841452793,3.64,4,"Spanish, French","International Transfers, Contract Negotiation",2024-03-15,Suarez-Peterson
Kelsey Walker,FADC22FE10,North Africa,Morocco,"Seifeddine Jaziri, Chancel Mbemba, André Onana",False,31,72.97,10488515.02,"EUR 15,779,742.62 - Kalidou Koulibaly",Experience-based Scaling,kelsey.walker@johnson.com,+212993132582,3.74,13,"Portuguese, English","Contract Negotiation, Career Development, Player Marketing",2025-01-21,Shea-Zimmerman
Jessica Francis,FA1ABEE126,West Africa,Ivory Coast,"Patson Daka, Michael Olunga, Samuel Chukwueze, Youssef Msakni",False,28,66.11,14097396.39,"EUR 17,323,275.60 - Yassine Bounou",Signing-on Fee Included,jessica.francis@cruz.net,+225853217967,4.04,7,"Swahili, Portuguese, Arabic","Player Marketing, Youth Development, International Transfers",2024-09-28,Davis-Baker
John Jacobs,FAAAD9146F,East Africa,Tanzania,"Chancel Mbemba, Youssef Msakni, Karl Toko Ekambi, Frank Kessié",True,83,62.01,3787596.2,"EUR 7,434,760.07 - Michael Olunga",Appearance-based Bonuses,john.jacobs@peters.com,+255163536434,4.96,2,"Spanish, French","Player Marketing, Youth Development, International Transfers",2024-06-16,Scott LLC
Crystal Smith,FA752B3D73,West Africa,Guinea,"Michael Olunga, Mbwana Samatta",False,96,75.7,4532168.34,"EUR 17,380,559.20 - Vincent Aboubakar",Signing-on Fee Included,crystal.smith@stevens.com,+224442284627,3.89,23,"Spanish, Arabic","Contract Negotiation, Talent Scouting, Player Marketing",2024-08-14,"Henry, Spencer and Avila"
Amber Johnson,FA2473A8AE,East Africa,Burundi,"Riyad Mahrez, Percy Tau, Samuel Chukwueze, Inaki Williams",True,57,89.03,13388142.81,"EUR 15,768,089.42 - Mbwana Samatta",Signing-on Fee Included,amber.johnson@ball.com,+257124070791,4.69,18,"English, Swahili, French, Arabic","Career Development, International Transfers",2025-01-14,Benitez-Reyes
Melissa Clark,FAB7C92F04,Central Africa,Sao Tome and Principe,"Patson Daka, André Onana, Thomas Partey",True,18,84.88,13483376.07,"EUR 20,883,927.16 - André Onana",Buyout Clause Protection,melissa.clark@murray.biz,+000732219537,4.51,15,"Arabic, Spanish, Swahili","Contract Negotiation, Player Marketing",2024-05-28,Rice-White
Jennifer Woods,FA720639EC,Central Africa,Angola,"André Onana, Youssef Msakni, Samuel Chukwueze, Karl Toko Ekambi",False,91,84.52,1095420.05,"EUR 13,984,411.77 - Seifeddine Jaziri",Signing-on Fee Included,jennifer.woods@stafford-fields.com,+244839132350,4.55,16,"French, Portuguese, Swahili","Player Marketing, Talent Scouting, Contract Negotiation",2024-09-08,"Rhodes, Barton and Cox"
Melissa Mclaughlin,FA1DC52D70,North Africa,Tunisia,"Aymen Balbouli, Karl Toko Ekambi, Kalidou Koulibaly",False,22,82.67,8597627.4,"EUR 15,931,260.95 - Riyad Mahrez",Experience-based Scaling,melissa.mclaughlin@dawson-robinson.net,+216970912392,4.9,1,"English, Arabic","Contract Negotiation, Talent Scouting",2024-07-19,"Pineda, Kline and Russell"
Katrina Smith,FA04594AED,Central Africa,Sao Tome and Principe,"Karl Toko Ekambi, Yassine Bounou, Ali Maâloul, Mohamed Salah",False,61,83.15,1326186.74,"EUR 14,736,673.99 - André Onana",Sponsorship-linked Earnings,katrina.smith@glover-hubbard.info,+000245750458,4.2,17,"Arabic, Spanish, French, Portuguese","Player Marketing, Career Development",2024-11-16,"White, Campbell and Maldonado"
Mark Rojas,FA1B1AA9CD,East Africa,Zambia,"Sadio Mané, Kalidou Koulibaly, Edmond Tapsoba, Percy Tau",False,62,91.47,2392941.74,"EUR 17,485,681.56 - Wahbi Khazri",Relegation Release Clause,mark.rojas@sims-oconnor.com,+260889583159,4.89,4,"English, Arabic, French, Portuguese","Contract Negotiation, Youth Development, International Transfers",2024-10-08,"Mullins, Curtis and Berry"
Lisa Hood,FAB27A7C94,West Africa,Senegal,"André Onana, Michael Olunga",False,83,91.33,13875311.13,"EUR 21,302,741.86 - Ali Maâloul",No-trade Clause,lisa.hood@heath.org,+221679947602,4.24,17,"French, Arabic, Swahili, Spanish","International Transfers, Player Marketing, Career Development",2024-12-20,Barnes-Solis
Tanya Rivera,FA95F2FCA2,Central Africa,Republic of the Congo,"Youssef Msakni, Michael Olunga",True,24,73.56,12003099.32,"EUR 18,408,037.04 - Inaki Williams",Youth Development Oriented,tanya.rivera@zimmerman.org,+242509568171,3.59,11,"French, Spanish","Contract Negotiation, Player Marketing, International Transfers",2025-01-05,Castillo Ltd
Dana Hughes,FAB3A8AA4F,Central Africa,Sao Tome and Principe,"Aymen Balbouli, Wahbi Khazri, Achraf Hakimi",True,35,67.37,9586063.5,"EUR 14,292,815.69 - Ali Maâloul",Championship Clause Activation,dana.hughes@miles-whitehead.info,+000832698875,4.62,7,"English, Swahili, Spanish, Portuguese","Player Marketing, Talent Scouting",2024-10-24,Contreras Inc
Amy Carlson,FA1F80EBC4,West Africa,Niger,"Riyad Mahrez, Wilfried Zaha",True,85,91.1,5133657.37,"EUR 8,828,512.53 - Patson Daka",Long-term Development Focus,amy.carlson@knapp.com,+227141297888,4.25,22,"Spanish, Arabic, Swahili","Contract Negotiation, International Transfers, Youth Development",2025-01-23,Wise PLC
Andrew Johnson,FADA7D8E95,Southern Africa,Namibia,"Thomas Partey, Mohamed Salah",False,50,96.49,5850955.95,"EUR 8,781,750.43 - Mohamed Salah",Experience-based Scaling,andrew.johnson@harrington-fuller.com,+264421926096,3.99,9,"Swahili, Portuguese, Arabic, English","Player Marketing, Talent Scouting, Career Development",2024-11-04,"Griffith, Deleon and Williams"
Brandon Martinez,FA84575216,West Africa,Togo,"Riyad Mahrez, André Onana",True,84,82.0,5893242.84,"EUR 15,347,511.96 - Sadio Mané",Balanced Terms with Bonuses,brandon.martinez@johnson.biz,+228940828840,4.8,8,"Arabic, French","Player Marketing, Talent Scouting, Career Development",2024-06-02,"Smith, Flores and Davidson"
Patrick Burns,FA6986A1F5,East Africa,Madagascar,"Wahbi Khazri, Inaki Williams, Édouard Mendy",False,66,62.71,3616114.85,"EUR 13,432,869.85 - Vincent Aboubakar",Youth Development Oriented,patrick.burns@garrett.net,+261928262546,4.39,30,"Portuguese, English, French","Contract Negotiation, Player Marketing",2024-05-28,Montgomery Inc
Marc Smith,FA2D8AE979,Southern Africa,Botswana,"Inaki Williams, Achraf Hakimi",False,56,82.4,2012896.96,"EUR 9,320,495.69 - Anis Ben Slimane",Revenue-sharing from Transfers,marc.smith@harris-hall.org,+267085832444,4.66,16,"Arabic, Portuguese, French, Spanish","Career Development, Player Marketing, Talent Scouting",2024-08-10,Cruz-Conner
Trevor Nelson,FA326680B9,West Africa,Niger,"Édouard Mendy, Seifeddine Jaziri, Wahbi Khazri, Aymen Balbouli",False,79,67.5,1476496.1,"EUR 12,309,654.92 - Édouard Mendy",Buyout Clause Protection,trevor.nelson@roberts.net,+227047037384,4.16,17,"English, Arabic, Portuguese","Career Development, Youth Development",2024-07-11,Hendrix Inc
Linda Cameron,FA1AF977A1,Southern Africa,Eswatini (Swaziland),"Chancel Mbemba, Percy Tau, Yassine Bounou, Vincent Aboubakar",True,44,63.78,7700798.8,"EUR 20,117,172.04 - Patson Daka",Experience-based Scaling,linda.cameron@pope.com,+268010895415,3.92,18,"Portuguese, English","Talent Scouting, Youth Development",2024-06-28,"Boyd, Beasley and Robertson"
Fernando Morris,FA1F824BE1,West Africa,Sierra Leone,"Riyad Mahrez, Thomas Partey",False,58,73.56,2831868.31,"EUR 10,984,406.68 - Samuel Chukwueze",Championship Clause Activation,fernando.morris@martinez-patrick.info,+232190666686,4.23,22,"French, Swahili, Portuguese","Youth Development, Talent Scouting, Player Marketing",2024-10-06,"Poole, Allen and Elliott"
William Coleman,FA1EC27522,North Africa,Algeria,"Edmond Tapsoba, Chancel Mbemba, Youssef Msakni, Vincent Aboubakar",False,33,74.78,185493.91,"EUR 14,015,612.29 - Aymen Dahmen",Buyout Clause Protection,william.coleman@reynolds-vazquez.info,+213361708483,4.97,5,"French, Portuguese, English, Swahili","International Transfers, Contract Negotiation",2025-02-13,Castaneda Inc
Richard Sampson,FA15172935,Central Africa,Democratic Republic of the Congo,"Wahbi Khazri, Achraf Hakimi",True,49,82.42,697414.6,"EUR 8,446,464.53 - Kalidou Koulibaly",No-trade Clause,richard.sampson@maldonado.net,+243203450896,3.87,5,"Swahili, French, English","Player Marketing, Contract Negotiation",2024-10-19,Lloyd-Garza
Maureen Blake,FA3311D2DC,North Africa,Algeria,"Riyad Mahrez, Patson Daka, Karl Toko Ekambi",False,18,73.15,1604518.25,"EUR 12,108,537.35 - Aymen Balbouli",Market Value Dependent,maureen.blake@white.net,+213949849049,3.72,24,"English, Arabic","Career Development, International Transfers, Player Marketing",2024-03-29,Rice and Sons
Theresa Obrien,FAEBC12A48,East Africa,Rwanda,"Frank Kessié, Sadio Mané, Wilfried Zaha, Youssef Msakni",True,92,86.52,11090221.24,"EUR 22,425,285.83 - Sadio Mané",Sponsorship-linked Earnings,theresa.obrien@wheeler-massey.net,+250876618358,4.21,8,"English, Portuguese","Career Development, Talent Scouting, Player Marketing",2024-04-08,Cross Ltd
Cynthia Torres,FA8D80C635,North Africa,Algeria,"Mohamed Salah, Vincent Aboubakar, Édouard Mendy",True,91,75.7,3786118.06,"EUR 14,798,489.36 - Chancel Mbemba",Long-term Development Focus,cynthia.torres@coleman.com,+213727382806,3.75,18,"English, Arabic","Talent Scouting, Contract Negotiation, International Transfers",2024-07-25,Wilson-Monroe
Martin Wiley,FAB238DC7C,West Africa,Gambia,"Aymen Dahmen, Édouard Mendy, Patson Daka",True,100,86.29,2709845.24,"EUR 9,450,721.23 - André Onana",Incentive-driven Performance,martin.wiley@hogan.info,+220250797804,3.66,12,"Arabic, Portuguese","Contract Negotiation, International Transfers, Player Marketing",2024-10-19,Salinas-Williams
Crystal Sanders,FA07383E60,Southern Africa,South Africa,"Kalidou Koulibaly, Yassine Bounou, Mohamed Salah",False,70,88.35,12021636.84,"EUR 20,865,355.71 - Édouard Mendy",Long-term Development Focus,crystal.sanders@costa.com,+27881499476,4.77,1,"English, Portuguese","Player Marketing, Contract Negotiation, Talent Scouting",2024-10-12,Lee-Colon
Brenda Gutierrez,FA2ED4B593,North Africa,Tunisia,"Wahbi Khazri, Inaki Williams, Chancel Mbemba, Mbwana Samatta",False,31,78.85,769241.29,"EUR 7,327,334.86 - Vincent Aboubakar",Championship Clause Activation,brenda.gutierrez@pope-le.com,+216890671762,3.81,9,"Swahili, Spanish, English, Arabic","International Transfers, Player Marketing",2024-12-21,Becker-Mccoy
Michael Bailey,FA1EC93ABD,West Africa,Niger,"Victor Osimhen, Anis Ben Slimane",True,42,73.41,14676706.4,"EUR 16,050,936.77 - Frank Kessié",Youth Development Oriented,michael.bailey@brown.com,+227145670893,4.62,2,"Portuguese, French, English, Arabic","Contract Negotiation, Player Marketing",2024-07-21,Cain Group
Joseph Freeman,FA68359745,Central Africa,Angola,"Thomas Partey, Victor Osimhen",True,96,71.66,8372480.53,"EUR 20,407,960.66 - Anis Ben Slimane",Market Value Dependent,joseph.freeman@kelley.net,+244059776186,4.21,10,"Arabic, Spanish, Swahili","Career Development, International Transfers, Contract Negotiation",2024-04-07,"Steele, Rosales and Harris"
Philip Mason,FA07C5265A,East Africa,Zimbabwe,"Inaki Williams, Anis Ben Slimane, André Onana",False,40,92.52,6420233.95,"EUR 15,297,633.63 - Inaki Williams",Performance-based + Image Rights,philip.mason@short.com,+263749812467,4.49,3,"French, Swahili, Spanish","Youth Development, International Transfers",2024-06-07,Holden-Brown
Victoria Gregory,FA9B863DD2,Southern Africa,South Africa,"Achraf Hakimi, Samuel Chukwueze",True,77,63.98,13953187.54,"EUR 16,605,196.15 - Edmond Tapsoba",Revenue-sharing from Transfers,victoria.gregory@johnson-murray.com,+27995412551,3.88,5,"French, Spanish, Arabic","International Transfers, Youth Development, Talent Scouting",2025-01-14,"Gentry, Reynolds and Irwin"
Samantha Murphy,FA09B30F93,North Africa,Algeria,"Wahbi Khazri, Michael Olunga, Ali Maâloul, Kalidou Koulibaly",False,23,62.11,13530954.41,"EUR 15,716,214.69 - Riyad Mahrez",Youth Development Oriented,samantha.murphy@anderson.com,+213526937265,4.27,27,"Spanish, Arabic","Contract Negotiation, Talent Scouting",2024-10-01,"Chase, Garcia and Morris"
Patricia Adams,FADEA2E7DF,Central Africa,Republic of the Congo,"Mbwana Samatta, Anis Ben Slimane, Achraf Hakimi",True,82,61.63,7429093.63,"EUR 16,869,152.90 - Thomas Partey",No-trade Clause,patricia.adams@williams.com,+242170163656,4.92,7,"French, Swahili, Arabic","Talent Scouting, International Transfers, Player Marketing",2025-01-04,"Roberson, Martin and Wilson"
Joseph Ramos,FAA6380AB8,East Africa,Uganda,"Mohamed Salah, Patson Daka",False,74,62.23,1177248.16,"EUR 11,216,822.74 - Chancel Mbemba",Balanced Terms with Bonuses,joseph.ramos@mccarthy-mccoy.org,+256344888859,3.69,11,"Portuguese, Arabic, Spanish, French","Youth Development, International Transfers",2024-04-07,"Martinez, Adams and Cooper"
Eric Blake,FAE20AC1C6,Southern Africa,Namibia,"Inaki Williams, Edmond Tapsoba",False,37,81.85,2612272.93,"EUR 22,447,231.46 - Édouard Mendy",Youth Development Oriented,eric.blake@rodgers.info,+264576884123,4.39,2,"Arabic, Swahili","Youth Development, Career Development",2024-12-23,"Howard, Gonzalez and Cline"
Stephanie Jackson,FAA883EA09,East Africa,Tanzania,"Patson Daka, Seifeddine Jaziri, Yassine Bounou",False,28,80.59,2011406.24,"EUR 2,995,892.09 - Samuel Chukwueze",Loyalty Bonus Included,stephanie.jackson@simmons.com,+255219511030,4.07,12,"Arabic, Portuguese","Career Development, Contract Negotiation",2024-10-14,Contreras and Sons
Greg King,FAA7121C5B,Southern Africa,Namibia,"Wilfried Zaha, Mohamed Salah, Wahbi Khazri, Inaki Williams",True,20,88.6,14008735.56,"EUR 20,984,316.40 - Thomas Partey",Long-term Development Focus,greg.king@scott.com,+264808074081,3.95,8,"Portuguese, English","International Transfers, Contract Negotiation, Career Development",2025-01-02,Smith-Spence
Patrick Jones,FA90ECA250,West Africa,Liberia,"Chancel Mbemba, Vincent Aboubakar, Frank Kessié",False,35,85.33,5461676.45,"EUR 8,913,427.41 - Youssef Msakni",Renewal Option at Club’s Discretion,patrick.jones@logan-saunders.net,+231063046315,3.52,23,"Arabic, English","Player Marketing, Talent Scouting, Contract Negotiation",2024-05-31,Forbes-Smith
Megan Butler,FA22A7D7F0,West Africa,Cape Verde,"André Onana, Thomas Partey",False,67,68.06,14286034.97,"EUR 18,560,610.37 - Edmond Tapsoba",Appearance-based Bonuses,megan.butler@martin-garza.com,+238056620015,3.53,30,"Swahili, French, English","International Transfers, Youth Development, Player Marketing",2024-05-15,"Ramos, Lindsey and Buckley"
Brian Thompson,FA29A0BAE1,Central Africa,Cameroon,"Aymen Balbouli, Michael Olunga, Victor Osimhen",True,15,96.54,11618870.01,"EUR 12,923,829.62 - Inaki Williams",Youth Development Oriented,brian.thompson@lloyd-gordon.info,+237561282967,3.98,6,"Swahili, French, Spanish, Portuguese","Player Marketing, International Transfers",2025-03-01,Mack and Sons
Brian Johnson,FA5158A795,Central Africa,Gabon,"Achraf Hakimi, Edmond Tapsoba",False,73,81.17,13539153.14,"EUR 17,586,042.71 - André Onana",Renewal Option at Club’s Discretion,brian.johnson@garcia-caldwell.com,+241967742756,4.07,14,"English, Portuguese, Swahili, Spanish","International Transfers, Career Development, Youth Development",2024-05-11,Chaney-Walsh
Joseph Rosales,FAC2466780,Southern Africa,Lesotho,"Riyad Mahrez, Wahbi Khazri, Ali Maâloul",False,48,91.61,14195733.08,"EUR 19,292,505.32 - Sadio Mané",Renewal Option at Club’s Discretion,joseph.rosales@smith.biz,+266655228116,3.93,18,"Swahili, Arabic, Spanish","International Transfers, Career Development",2024-06-18,Jackson-Brown
Christopher Taylor,FAB99637DE,Southern Africa,Namibia,"Ali Maâloul, Achraf Hakimi, Samuel Chukwueze, Riyad Mahrez",False,76,79.53,4211102.1,"EUR 18,592,474.04 - Yassine Bounou",Medical & Injury Coverage,christopher.taylor@hooper.com,+264966396209,3.87,26,"Arabic, Swahili, Spanish","Contract Negotiation, Youth Development, Talent Scouting",2024-10-30,Fisher-Marsh
Rhonda Mitchell,FA8A2FA476,Central Africa,Equatorial Guinea,"Edmond Tapsoba, Patson Daka",False,9,83.13,11873872.27,"EUR 21,599,722.98 - Sadio Mané",Incentive-driven Performance,rhonda.mitchell@velasquez-bowman.org,+240666972944,3.52,3,"English, Spanish","Contract Negotiation, Talent Scouting, Player Marketing",2024-08-07,"Lambert, Woods and Shannon"
Travis Dennis,FAFFCA94F6,North Africa,Tunisia,"Karl Toko Ekambi, Kalidou Koulibaly, Riyad Mahrez, Mbwana Samatta",True,62,88.9,9923200.61,"EUR 20,074,648.89 - Youssef Msakni",Balanced Terms with Bonuses,travis.dennis@davis.com,+216514766316,3.97,18,"Spanish, French","International Transfers, Career Development, Player Marketing",2025-01-09,Barnes-Fernandez
George Howard,FA9AC83AEA,Central Africa,Central African Republic,"Wilfried Zaha, Anis Ben Slimane, André Onana",True,27,96.04,6373696.27,"EUR 11,628,425.08 - Frank Kessié",Signing-on Fee Included,george.howard@davila.biz,+236050264422,3.77,10,"Spanish, English, Portuguese, Swahili","Talent Scouting, Youth Development, International Transfers",2024-10-15,"Brown, Newman and Thompson"
Guy Hopkins,FAD6236435,North Africa,Egypt,"Achraf Hakimi, Wahbi Khazri, Percy Tau, Aymen Dahmen",False,14,77.38,5924872.99,"EUR 14,817,246.75 - Percy Tau",Revenue-sharing from Transfers,guy.hopkins@johnson.com,+20962743123,4.84,8,"Arabic, Spanish, French, Portuguese","Career Development, Contract Negotiation",2024-08-09,"Wilkerson, Simpson and Santos"
Carol Ramirez,FAA7CCE6A4,West Africa,Ivory Coast,"Percy Tau, Mbwana Samatta",True,90,84.73,6532749.33,"EUR 7,009,063.46 - Karl Toko Ekambi",No-trade Clause,carol.ramirez@brown.biz,+225450521660,4.68,14,"English, Swahili, Portuguese","Player Marketing, Career Development, International Transfers",2024-04-15,"Bolton, Maxwell and Hart"
Teresa Mcintosh,FA4B3CCF6D,Central Africa,Cameroon,"Aymen Dahmen, Patson Daka, Percy Tau, Ali Maâloul",False,97,84.72,5715817.78,"EUR 13,708,779.41 - Mohamed Salah",Appearance-based Bonuses,teresa.mcintosh@parsons.com,+237676470698,4.52,14,"Swahili, English, Spanish","Talent Scouting, Contract Negotiation, Career Development",2024-04-02,Fox-Mcgee
Justin Clark,FA552B7064,Southern Africa,Eswatini (Swaziland),"Yassine Bounou, André Onana, Samuel Chukwueze, Youssef Msakni",True,86,63.77,10633090.61,"EUR 11,373,099.81 - Thomas Partey",Experience-based Scaling,justin.clark@reynolds.com,+268807756168,4.12,19,"Spanish, Swahili","Career Development, International Transfers, Contract Negotiation",2024-09-29,Kennedy-Escobar
Stephanie Ramirez,FAF1F4A772,West Africa,Ivory Coast,"Inaki Williams, Thomas Partey, Vincent Aboubakar",False,70,95.03,10968310.74,"EUR 19,160,177.49 - Inaki Williams",Experience-based Scaling,stephanie.ramirez@ho-matthews.com,+225433985710,4.87,11,"Arabic, Swahili, Spanish","Career Development, Player Marketing, Youth Development",2024-09-16,Torres-Daniel
Kimberly Lee,FAF0B3CC02,Southern Africa,South Africa,"Achraf Hakimi, André Onana, Michael Olunga, Kalidou Koulibaly",True,61,70.59,2421766.38,"EUR 2,561,351.00 - Chancel Mbemba",Market Value Dependent,kimberly.lee@thomas-mitchell.com,+27377687830,4.34,26,"Portuguese, Swahili","International Transfers, Youth Development",2024-04-18,Hicks-Hendricks
Darrell Hernandez,FACFD10C8F,Southern Africa,Botswana,"Victor Osimhen, Aymen Balbouli",False,97,74.12,7042455.89,"EUR 20,719,300.59 - Wahbi Khazri",Signing-on Fee Included,darrell.hernandez@hawkins-grant.biz,+267796626190,4.46,30,"Portuguese, Swahili","International Transfers, Player Marketing",2025-02-08,Morales Ltd
Peter Carlson,FA63B190AB,North Africa,Sudan,"Aymen Dahmen, Michael Olunga, Wahbi Khazri, Mohamed Salah",True,77,87.39,5235911.72,"EUR 6,611,839.03 - Yassine Bounou",Appearance-based Bonuses,peter.carlson@robinson.com,+249797311030,4.04,29,"French, Arabic, Swahili, Spanish","International Transfers, Youth Development",2024-10-15,Bradley-Phelps
Diane Zuniga,FA36EE3CAA,East Africa,Comoros,"Samuel Chukwueze, Patson Daka",True,16,68.8,1684842.41,"EUR 11,253,108.77 - Ali Maâloul",Endorsement Deal Integration,diane.zuniga@mueller.com,+269025770489,4.62,24,"Spanish, English, Portuguese, Swahili","International Transfers, Career Development, Player Marketing",2024-10-08,Griffin-Mann
Gregory Rogers,FA441CBCAB,Central Africa,Central African Republic,"Achraf Hakimi, Victor Osimhen",False,55,62.39,5941099.97,"EUR 15,557,015.74 - Sadio Mané",Relegation Release Clause,gregory.rogers@anderson.biz,+236565643681,3.88,18,"French, Arabic","Youth Development, International Transfers, Career Development",2024-08-27,Dalton Group
Amber Bell,FA52905FA5,West Africa,Senegal,"Vincent Aboubakar, Chancel Mbemba, Aymen Balbouli",True,32,88.39,6546571.66,"EUR 13,550,102.53 - André Onana",Signing-on Fee Included,amber.bell@pham.net,+221595436803,4.95,14,"Spanish, English","Youth Development, International Transfers",2024-03-14,"Wong, Quinn and Shaw"
Dorothy Brown,FA4D79F80F,North Africa,Libya,"Youssef Msakni, Édouard Mendy, Patson Daka, Seifeddine Jaziri",True,61,75.63,8435417.88,"EUR 13,478,100.78 - Yassine Bounou",No-trade Clause,dorothy.brown@warner.info,+218630977879,4.91,11,"French, Swahili, Portuguese, Arabic","Talent Scouting, Contract Negotiation",2024-03-16,"Martin, Hall and Gibson"
Jacqueline Bowen,FA29515DAB,Central Africa,Equatorial Guinea,"Anis Ben Slimane, Sadio Mané, Chancel Mbemba",False,72,96.8,6502683.75,"EUR 19,419,619.51 - Wilfried Zaha",Balanced Terms with Bonuses,jacqueline.bowen@carter.net,+240429613735,4.7,8,"French, English, Arabic","Youth Development, International Transfers, Talent Scouting",2025-01-05,Valentine-Garcia
