player_id,full_name,email,date_of_birth,age,nationality,position,secondary_position,club,league,market_value_eur,salary_expectation,contract_status,fitness_level,medical_history,last_5_match_performance,skills_rating,weaknesses,goals,assists,preferred_foot,verified_status,likes_from_pros,scouting_score,tactic_fit_score,career_path_suggestions,training_recommendations,profile_rating,created_at,yellow_cards,red_cards,matches_suspended,last_incident_date
705,Kabil Othmani,kabil.othmani@football.com,1997-07-07,27,Tunisian,forward,midfielder,Jeunesse Sportive Omrane,Nigeria Professional Football League,281000.0,28100.0,Free Agent,83.21,No recent injuries,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 2}, 'match_3': {'goals': 2, 'assists': 1}, 'match_4': {'goals': 2, 'assists': 1}, 'match_5': {'goals': 2, 'assists': 0}}","{'finishing': 90, 'dribbling': 83, 'speed': 71}",,13.0,19.0,left,True,448,52.04,69.23,Join a competitive mid-tier club,Work on finishing and speed,73.06,2025-03-09 18:00:00,8.0,1.0,2.0,2025-02-01
706,Kais Amdouni,kais.amdouni@football.com,1996-06-06,28,Tunisian,midfielder,forward,Ca Bizertin,Nigeria Professional Football League,132000.0,13200.0,Under Contract,96.63,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 1}, 'match_3': {'goals': 0, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 1}, 'match_5': {'goals': 2, 'assists': 1}}","{'passing': 72, 'dribbling': 75, 'vision': 75}",,15.0,7.0,right,True,469,54.14,88.24,Join a competitive mid-tier club,Enhance passing and stamina,76.48,2025-03-09 18:00:00,9.0,1.0,2.0,2025-02-01
707,Karim Aribi,karim.aribi@football.com,1994-06-24,30,Algeria,forward,midfielder,ES Setif,Nigeria Professional Football League,2000000.0,200000.0,Under Contract,77.57,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 2, 'assists': 1}, 'match_2': {'goals': 2, 'assists': 2}, 'match_3': {'goals': 0, 'assists': 1}, 'match_4': {'goals': 2, 'assists': 0}, 'match_5': {'goals': 1, 'assists': 0}}","{'finishing': 79, 'dribbling': 86, 'speed': 98}",,5.0,2.0,left,False,425,48.55,75.75,Join a competitive mid-tier club,Work on finishing and speed,69.36,2025-03-09 18:00:00,6.0,3.0,6.0,2025-02-01
708,Karim Snoussi,karim.snoussi@football.com,1997-07-07,27,Tunisian,forward,midfielder,Jeunesse Sportive Omrane,Nigeria Professional Football League,136000.0,13600.0,Under Contract,81.21,No recent injuries,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 1}, 'match_3': {'goals': 2, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 0}, 'match_5': {'goals': 2, 'assists': 1}}","{'finishing': 72, 'dribbling': 63, 'speed': 91}",,15.0,14.0,right,True,457,53.04,64.75,Join a competitive mid-tier club,Work on finishing and speed,74.48,2025-03-09 18:00:00,3.0,2.0,4.0,2025-02-01
709,Khaled El Ghandour,khaled.ghandour@football.com,1990-07-27,34,Egypt,midfielder,forward,Zamalek SC,Nigeria Professional Football League,3000000.0,300000.0,Under Contract,95.38,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 2, 'assists': 1}, 'match_2': {'goals': 0, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 2, 'assists': 0}, 'match_5': {'goals': 2, 'assists': 1}}","{'passing': 99, 'dribbling': 93, 'vision': 98}","Poor finishing, Weak passing",0.0,0.0,right,True,461,51.44,90.54,Join a competitive mid-tier club,Enhance passing and stamina,75.2,2025-03-09 18:00:00,9.0,2.0,4.0,2025-02-01
710,Khalil Ayari,khalil.ayari@football.com,1995-05-05,29,Tunisian,midfielder,forward,Stade Tunisien,Nigeria Professional Football League,56000.0,5600.0,Free Agent,88.53,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 2}, 'match_2': {'goals': 1, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 1}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 2, 'assists': 0}}","{'passing': 76, 'dribbling': 83, 'vision': 88}",,21.0,13.0,right,False,439,50.43,66.69,Focus on development in current league,Enhance passing and stamina,71.62,2025-03-09 18:00:00,3.0,0.0,0.0,
711,Khalil Elloumi,khalil.elloumi@football.com,1995-05-05,29,Tunisian,defender,midfielder,Club Sportif Sfaxien,Nigeria Professional Football League,224000.0,22400.0,Under Contract,92.55,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 87, 'marking': 81, 'heading': 87}",Slow speed,21.0,19.0,left,False,535,61.34,70.12,Join a competitive mid-tier club,Improve tackling and positioning,87.2,2025-03-09 18:00:00,3.0,2.0,4.0,2025-02-01
712,Khanyisa Mayo,khanyisa.mayo@football.com,1998-08-27,26,South Africa,forward,midfielder,Cape Town City,Nigeria Professional Football League,1200000.0,120000.0,Under Contract,76.42,No recent injuries,"{'match_1': {'goals': 2, 'assists': 2}, 'match_2': {'goals': 2, 'assists': 2}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 2, 'assists': 0}, 'match_5': {'goals': 2, 'assists': 2}}","{'finishing': 84, 'dribbling': 62, 'speed': 72}",,5.0,2.0,left,False,371,43.54,91.32,Join a competitive mid-tier club,Work on finishing and speed,60.48,2025-03-09 18:00:00,2.0,2.0,4.0,2025-02-01
713,Kilian Schwarzmüller,kilian.schwarzmüller@football.com,1997-07-07,27,Germany,forward,midfielder,As Gabes,Nigeria Professional Football League,75000.0,7500.0,Under Contract,91.49,Major injury: Out for season,"{'match_1': {'goals': 2, 'assists': 1}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 2, 'assists': 0}, 'match_4': {'goals': 2, 'assists': 0}, 'match_5': {'goals': 2, 'assists': 2}}","{'finishing': 90, 'dribbling': 72, 'speed': 77}",,3.0,14.0,right,False,512,59.33,89.69,Focus on development in current league,Work on finishing and speed,83.47,2025-03-09 18:00:00,1.0,1.0,2.0,2025-02-01
714,Koffi Kouamé,koffi.kouamé@football.com,1996-05-20,28,Ivory Coast,forward,midfielder,Club Sportif Sfaxien,Nigeria Professional Football League,220000.0,22000.0,Under Contract,76.83,No recent injuries,"{'match_1': {'goals': 1, 'assists': 2}, 'match_2': {'goals': 1, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 1}, 'match_4': {'goals': 0, 'assists': 1}, 'match_5': {'goals': 0, 'assists': 1}}","{'finishing': 96, 'dribbling': 93, 'speed': 76}",,19.0,4.0,right,True,391,45.21,70.17,Join a competitive mid-tier club,Work on finishing and speed,63.73,2025-03-09 18:00:00,4.0,1.0,2.0,2025-02-01
715,Kossai Tlili,kossai.tlili@football.com,1995-05-05,29,Tunisian,defender,midfielder,Etoile Sportive Metlaoui,Nigeria Professional Football League,291000.0,29100.0,Free Agent,99.62,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 80, 'marking': 95, 'heading': 99}",Slow speed,10.0,12.0,left,False,515,59.05,97.64,Join a competitive mid-tier club,Improve tackling and positioning,83.93,2025-03-09 18:00:00,9.0,2.0,4.0,2025-02-01
716,Leonel Armel Ngandjeu,leonel.ngandjeu@football.com,1998-03-03,27,Cameroon,forward,midfielder,Etoile Sportive Metlaoui,Nigeria Professional Football League,93000.0,9300.0,Under Contract,86.8,No recent injuries,"{'match_1': {'goals': 1, 'assists': 2}, 'match_2': {'goals': 0, 'assists': 2}, 'match_3': {'goals': 1, 'assists': 2}, 'match_4': {'goals': 1, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'finishing': 78, 'dribbling': 71, 'speed': 87}",,18.0,15.0,right,True,481,55.84,68.61,Focus on development in current league,Work on finishing and speed,78.48,2025-03-09 18:00:00,4.0,1.0,2.0,2025-02-01
717,Lofti Boussouar,lofti.boussouar@football.com,1997-12-05,27,Tunisia,unknown,,Espérance de Tunis,Nigeria Professional Football League,25000.0,2500.0,Under Contract,90.87,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'finishing': 70, 'dribbling': 96, 'speed': 87}",,5.0,3.0,right,False,523,60.61,99.74,Focus on development in current league,Work on finishing and speed,85.3,2025-03-09 18:00:00,6.0,3.0,6.0,2025-02-01
718,Louay Hsairi,louay.hsairi@football.com,1997-07-07,27,Tunisian,forward,midfielder,Jeunesse Sportive Omrane,Nigeria Professional Football League,328000.0,32800.0,Under Contract,73.55,No recent injuries,"{'match_1': {'goals': 1, 'assists': 2}, 'match_2': {'goals': 0, 'assists': 1}, 'match_3': {'goals': 2, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 0}, 'match_5': {'goals': 1, 'assists': 1}}","{'finishing': 94, 'dribbling': 74, 'speed': 75}",,27.0,15.0,right,True,386,44.95,89.52,Join a competitive mid-tier club,Work on finishing and speed,62.93,2025-03-09 18:00:00,4.0,2.0,4.0,2025-02-01
719,Louay Trayi,louay.trayi@football.com,1997-07-07,27,Tunisian,forward,midfielder,Us Monastir,Nigeria Professional Football League,357000.0,35700.0,Under Contract,77.52,Major injury: Out for season,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 1, 'assists': 1}, 'match_3': {'goals': 2, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 1}, 'match_5': {'goals': 1, 'assists': 1}}","{'finishing': 66, 'dribbling': 62, 'speed': 90}",,18.0,19.0,right,True,471,54.64,75.7,Join a competitive mid-tier club,Work on finishing and speed,76.77,2025-03-09 18:00:00,7.0,3.0,6.0,2025-02-01
720,Lucas RibeiroSecond,lucas.ribeirosecond@football.com,1998-10-09,26,Brazilian,unknown,,Tombense FC,Nigeria Professional Football League,2000000.0,200000.0,Under Contract,74.19,Major injury: Out for season,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'finishing': 71, 'dribbling': 67, 'speed': 84}",,2.0,1.0,right,False,460,53.72,65.21,Join a competitive mid-tier club,Work on finishing and speed,75.03,2025-03-09 18:00:00,1.0,2.0,4.0,2025-02-01
721,Luis Filipe Da Silva Do Aido,luis.aido@football.com,1995-01-07,30,Portugal,forward,midfielder,Jendouba Sport,Nigeria Professional Football League,63000.0,6300.0,Under Contract,81.71,No recent injuries,"{'match_1': {'goals': 2, 'assists': 1}, 'match_2': {'goals': 1, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 2}}","{'finishing': 94, 'dribbling': 71, 'speed': 80}",Poor finishing,1.0,16.0,right,True,498,56.83,72.82,Focus on development in current league,Work on finishing and speed,81.19,2025-03-09 18:00:00,6.0,0.0,0.0,2025-02-01
722,Luis Müller-Eckstein,luis.müller-eckstein@football.com,1995-05-05,29,Germany,midfielder,forward,As Gabes,Nigeria Professional Football League,298000.0,29800.0,Under Contract,78.52,No recent injuries,"{'match_1': {'goals': 0, 'assists': 2}, 'match_2': {'goals': 0, 'assists': 2}, 'match_3': {'goals': 0, 'assists': 1}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 1}}","{'passing': 85, 'dribbling': 61, 'vision': 73}",,19.0,11.0,right,True,466,53.52,67.75,Join a competitive mid-tier club,Enhance passing and stamina,76.03,2025-03-09 18:00:00,4.0,1.0,2.0,2025-02-01
723,Mabululu,mabululu@gmail.com,1989-09-10,35,Angolan,forward,midfielder,Petro de Luanda,Nigeria Professional Football League,1500000.0,150000.0,Under Contract,91.99,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 2, 'assists': 2}, 'match_2': {'goals': 1, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 2, 'assists': 2}, 'match_5': {'goals': 1, 'assists': 1}}","{'finishing': 63, 'dribbling': 76, 'speed': 64}",,7.0,2.0,right,True,467,51.85,84.87,Join a competitive mid-tier club,Work on finishing and speed,76.22,2025-03-09 18:00:00,3.0,2.0,4.0,2025-02-01
724,Maher Argui,maher.argui@football.com,1995-05-05,29,Tunisian,defender,midfielder,Jeunesse Sportive Omrane,Nigeria Professional Football League,179000.0,17900.0,Under Contract,73.26,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 83, 'marking': 66, 'heading': 82}",Slow speed,21.0,9.0,right,True,447,51.32,74.27,Join a competitive mid-tier club,Improve tackling and positioning,72.89,2025-03-09 18:00:00,10.0,3.0,6.0,2025-02-01
725,Majd Hedhli,majd.hedhli@football.com,1995-05-05,29,Tunisian,defender,midfielder,Olympique Beja,Nigeria Professional Football League,277000.0,27700.0,Under Contract,92.56,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 76, 'marking': 71, 'heading': 70}",,2.0,20.0,right,True,425,48.79,71.8,Join a competitive mid-tier club,Improve tackling and positioning,69.27,2025-03-09 18:00:00,7.0,2.0,4.0,2025-02-01
726,Manoubi Haddad,manoubi.haddad@football.com,1997-07-07,27,Tunisian,forward,midfielder,As Soliman,Nigeria Professional Football League,231000.0,23100.0,Free Agent,71.37,No recent injuries,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 2}, 'match_5': {'goals': 1, 'assists': 0}}","{'finishing': 70, 'dribbling': 93, 'speed': 96}",,13.0,4.0,right,True,456,53.03,90.29,Join a competitive mid-tier club,Work on finishing and speed,74.47,2025-03-09 18:00:00,3.0,3.0,6.0,2025-02-01
727,Marcelo Allende,marcelo.allende@football.com,1999-04-07,25,Chile,midfielder,forward,Al-Merrikh SC,Nigeria Professional Football League,2300000.0,230000.0,Under Contract,76.06,No recent injuries,"{'match_1': {'goals': 2, 'assists': 1}, 'match_2': {'goals': 1, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 1}}","{'passing': 88, 'dribbling': 95, 'vision': 86}",,6.0,3.0,left,True,389,45.98,69.22,Join a competitive mid-tier club,Enhance passing and stamina,63.55,2025-03-09 18:00:00,1.0,2.0,4.0,2025-02-01
728,Mariano Ahouangbo,mariano.ahouangbo@football.com,1995-12-25,29,Benin,forward,midfielder,As Soliman,Nigeria Professional Football League,259000.0,25900.0,Under Contract,93.76,Major injury: Out for season,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 1}, 'match_3': {'goals': 2, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 2}, 'match_5': {'goals': 1, 'assists': 2}}","{'finishing': 81, 'dribbling': 61, 'speed': 95}",,26.0,11.0,right,True,545,62.49,83.48,Join a competitive mid-tier club,Work on finishing and speed,88.85,2025-03-09 18:00:00,8.0,1.0,2.0,2025-02-01
729,Marius Weiderer,marius.weiderer@football.com,1999-09-09,25,Germany,midfielder,forward,As Gabes,Nigeria Professional Football League,205000.0,20500.0,Under Contract,92.28,No recent injuries,"{'match_1': {'goals': 1, 'assists': 0}, 'match_2': {'goals': 2, 'assists': 2}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 1, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 2}}","{'passing': 89, 'dribbling': 66, 'vision': 71}",,23.0,8.0,left,False,499,58.5,67.78,Join a competitive mid-tier club,Enhance passing and stamina,81.43,2025-03-09 18:00:00,8.0,0.0,0.0,2025-02-01
730,Marouane Sahraoui,marouane.sahraoui@football.com,1997-07-07,27,Tunisian,forward,midfielder,Stade Tunisien,Nigeria Professional Football League,319000.0,31900.0,Free Agent,84.29,No recent injuries,"{'match_1': {'goals': 1, 'assists': 0}, 'match_2': {'goals': 2, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 1}, 'match_5': {'goals': 2, 'assists': 2}}","{'finishing': 62, 'dribbling': 76, 'speed': 91}",,24.0,5.0,right,True,543,62.9,88.59,Join a competitive mid-tier club,Work on finishing and speed,88.57,2025-03-09 18:00:00,0.0,3.0,6.0,2025-02-01
731,Marwan Ateya,marwan.ateya@football.com,1998-08-01,26,Egypt,unknown,,Zamalek SC,Nigeria Professional Football League,2500000.0,250000.0,Under Contract,71.5,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'finishing': 67, 'dribbling': 82, 'speed': 97}",,2.0,2.0,right,True,409,47.96,85.0,Join a competitive mid-tier club,Work on finishing and speed,66.8,2025-03-09 18:00:00,7.0,1.0,2.0,2025-02-01
732,Marwan Hamdi,marwan.hamdi@football.com,1996-11-15,28,Egypt,forward,midfielder,Zamalek SC,Nigeria Professional Football League,5000000.0,500000.0,Under Contract,88.3,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 2}, 'match_2': {'goals': 0, 'assists': 2}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 2, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'finishing': 89, 'dribbling': 74, 'speed': 69}",,3.0,1.0,left,False,530,61.07,91.93,Join a competitive mid-tier club,Work on finishing and speed,86.38,2025-03-09 18:00:00,4.0,1.0,2.0,2025-02-01
733,Mathias Loibl,mathias.loibl@football.com,1996-06-06,28,Germany,forward,midfielder,As Gabes,Nigeria Professional Football League,280000.0,28000.0,Under Contract,82.2,No recent injuries,"{'match_1': {'goals': 0, 'assists': 1}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 1, 'assists': 2}, 'match_5': {'goals': 2, 'assists': 0}}","{'finishing': 97, 'dribbling': 74, 'speed': 89}",,16.0,19.0,right,True,517,59.58,62.74,Join a competitive mid-tier club,Work on finishing and speed,84.26,2025-03-09 18:00:00,1.0,0.0,0.0,
734,Mazen Ben Daoud,mazen.daoud@football.com,1996-06-06,28,Tunisian,forward,midfielder,Stade Tunisien,Nigeria Professional Football League,216000.0,21600.0,Under Contract,79.5,No recent injuries,"{'match_1': {'goals': 0, 'assists': 2}, 'match_2': {'goals': 1, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 1}, 'match_5': {'goals': 1, 'assists': 1}}","{'finishing': 85, 'dribbling': 73, 'speed': 62}",,6.0,17.0,right,True,492,56.82,68.4,Join a competitive mid-tier club,Work on finishing and speed,80.31,2025-03-09 18:00:00,8.0,2.0,4.0,2025-02-01
735,Mehdi Ben Mrad,mehdi.mrad@football.com,1996-06-06,28,Tunisian,midfielder,forward,Stade Tunisien,Nigeria Professional Football League,294000.0,29400.0,Under Contract,89.21,No recent injuries,"{'match_1': {'goals': 1, 'assists': 0}, 'match_2': {'goals': 1, 'assists': 0}, 'match_3': {'goals': 2, 'assists': 0}, 'match_4': {'goals': 2, 'assists': 0}, 'match_5': {'goals': 2, 'assists': 0}}","{'passing': 95, 'dribbling': 85, 'vision': 73}",,28.0,16.0,right,False,483,55.72,66.18,Join a competitive mid-tier club,Enhance passing and stamina,78.75,2025-03-09 18:00:00,6.0,2.0,4.0,2025-02-01
736,Mehdi Nasfi,mehdi.nasfi@football.com,1995-05-05,29,Tunisian,defender,midfielder,Avenir Sportif De Gabes,Nigeria Professional Football League,111000.0,11100.0,Under Contract,83.1,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 90, 'marking': 73, 'heading': 99}",,18.0,11.0,right,False,426,48.95,67.62,Join a competitive mid-tier club,Improve tackling and positioning,69.5,2025-03-09 18:00:00,5.0,0.0,0.0,2025-02-01
737,Mehmet Filiz,mehmet.filiz@football.com,1996-06-06,28,Turkey,midfielder,forward,Es Zarzis,Nigeria Professional Football League,98000.0,9800.0,Under Contract,72.77,No recent injuries,"{'match_1': {'goals': 0, 'assists': 2}, 'match_2': {'goals': 1, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 0}, 'match_5': {'goals': 1, 'assists': 0}}","{'passing': 69, 'dribbling': 68, 'vision': 99}",,8.0,12.0,left,False,518,59.74,64.12,Focus on development in current league,Enhance passing and stamina,84.49,2025-03-09 18:00:00,0.0,1.0,2.0,2025-02-01
738,Michael Steiger,michael.steiger@football.com,1994-04-04,30,Germany,defender,midfielder,Es Zarzis,Nigeria Professional Football League,72000.0,7200.0,Under Contract,97.48,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 77, 'marking': 95, 'heading': 95}",Slow speed,14.0,7.0,right,False,460,52.54,82.48,Focus on development in current league,Improve tackling and positioning,75.05,2025-03-09 18:00:00,3.0,0.0,0.0,
739,Moataz Kfaya,moataz.kfaya@football.com,1995-05-05,29,Tunisian,defender,midfielder,As Soliman,Nigeria Professional Football League,134000.0,13400.0,Under Contract,93.35,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 71, 'marking': 99, 'heading': 62}",,13.0,18.0,right,True,381,43.79,83.74,Join a competitive mid-tier club,Improve tackling and positioning,62.13,2025-03-09 18:00:00,7.0,3.0,6.0,2025-02-01
740,Moatez Bidani,moatez.bidani@football.com,1996-06-06,28,Tunisian,midfielder,forward,Avenir Sportif De Gabes,Nigeria Professional Football League,121000.0,12100.0,Free Agent,71.69,No recent injuries,"{'match_1': {'goals': 2, 'assists': 1}, 'match_2': {'goals': 1, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 2, 'assists': 0}}","{'passing': 77, 'dribbling': 66, 'vision': 90}",,18.0,15.0,right,False,425,49.17,93.74,Join a competitive mid-tier club,Enhance passing and stamina,69.39,2025-03-09 18:00:00,1.0,0.0,0.0,
741,Moatez Chouchane,moatez.chouchane@football.com,1997-07-07,27,Tunisian,forward,midfielder,Es Zarzis,Nigeria Professional Football League,339000.0,33900.0,Under Contract,85.75,No recent injuries,"{'match_1': {'goals': 1, 'assists': 2}, 'match_2': {'goals': 2, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 0}, 'match_5': {'goals': 2, 'assists': 1}}","{'finishing': 60, 'dribbling': 90, 'speed': 72}",,6.0,4.0,right,False,540,62.54,76.71,Join a competitive mid-tier club,Work on finishing and speed,88.06,2025-03-09 18:00:00,3.0,1.0,2.0,2025-02-01
742,Mohamd Aziz Gasmi,mohamd.gasmi@football.com,1996-06-06,28,Tunisian,forward,midfielder,Ca Bizertin,Nigeria Professional Football League,92000.0,9200.0,Under Contract,72.5,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 1}, 'match_2': {'goals': 0, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 0, 'assists': 1}, 'match_5': {'goals': 0, 'assists': 0}}","{'finishing': 88, 'dribbling': 62, 'speed': 88}",,24.0,15.0,right,False,524,60.46,81.3,Focus on development in current league,Work on finishing and speed,85.52,2025-03-09 18:00:00,10.0,0.0,0.0,2025-02-01
743,Mohamed Ali Ben Frej,mohamed.frej@football.com,1995-05-05,29,Tunisian,defender,midfielder,Jeunesse Sportive Omrane,Nigeria Professional Football League,225000.0,22500.0,Free Agent,95.12,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 94, 'marking': 74, 'heading': 80}",Slow speed,18.0,10.0,right,True,548,62.92,99.65,Join a competitive mid-tier club,Improve tackling and positioning,89.46,2025-03-09 18:00:00,6.0,1.0,2.0,2025-02-01
744,Mohamed Ali Hosni,mohamed.hosni@football.com,1995-05-05,29,Tunisian,defender,midfielder,Us Tataouine,Nigeria Professional Football League,97000.0,9700.0,Under Contract,88.39,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 78, 'marking': 87, 'heading': 63}",Slow speed,20.0,19.0,right,False,483,55.49,81.27,Focus on development in current league,Improve tackling and positioning,78.84,2025-03-09 18:00:00,1.0,2.0,4.0,2025-02-01
745,Mohamed Ali Maatallah,mohamed.maatallah@football.com,1995-05-05,29,Tunisian,defender,midfielder,As Soliman,Nigeria Professional Football League,270000.0,27000.0,Under Contract,75.17,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 72, 'marking': 74, 'heading': 98}",,17.0,20.0,right,True,413,47.5,82.94,Join a competitive mid-tier club,Improve tackling and positioning,67.43,2025-03-09 18:00:00,1.0,0.0,0.0,
746,Mohamed Ali Ragoubi,mohamed.ragoubi@football.com,1996-06-06,28,Tunisian,midfielder,forward,Olympique Beja,Nigeria Professional Football League,319000.0,31900.0,Under Contract,70.62,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 2, 'assists': 1}, 'match_5': {'goals': 2, 'assists': 2}}","{'passing': 91, 'dribbling': 62, 'vision': 89}",Weak passing,17.0,0.0,right,False,398,46.02,99.84,Join a competitive mid-tier club,Enhance passing and stamina,64.88,2025-03-09 18:00:00,0.0,2.0,4.0,2025-02-01
