full_name,license_number,region,country,top_clients,verified_status,total_clients,success_rate,avg_contract_value,best_negotiated_contract,preferred_contract_terms,contact_email,phone_number,profile_rating,years_experience,languages_spoken,specialization,last_contract_date,agency_affiliation
Courtney Henson,FA20CDBBCA,North Africa,Sudan,"Chancel Mbemba, Yassine Bounou, Wilfried Zaha, Achraf Hakimi",False,71,95.21,6424457.02,"€12,125,738.42 - Ali Maâloul",Sponsorship-linked Earnings,courtney.henson@kline.biz,+249829956287,4.35,21,"Swahili, Portuguese, Arabic, English","Contract Negotiation, Player Marketing",2025-02-04,Lester-Padilla
Ricky Mcdowell,FA6A5AEC93,Central Africa,Democratic Republic of the Congo,"Anis Ben Slimane, Youssef Msakni, André Onana, Karl Toko Ekambi",True,18,83.23,3235686.61,"€20,077,516.28 - Frank Kessié",High Base + Short Duration,ricky.mcdowell@ho.org,+243804621786,3.68,29,"Swahili, English, Portuguese","Career Development, Youth Development",2025-01-01,Green Ltd
Daniel Garrett,FA1D420084,Central Africa,Central African Republic,"Karl Toko Ekambi, Inaki Williams, Patson Daka",False,41,76.18,1509851.95,"€12,790,707.99 - Edmond Tapsoba",Signing-on Fee Included,daniel.garrett@wolfe-larsen.com,+236303758584,4.23,7,"Arabic, Swahili, French","Youth Development, Talent Scouting, International Transfers",2024-06-12,Parker-Diaz
Steven Rowland,FA83FB1A06,West Africa,Ivory Coast,"Thomas Partey, Youssef Msakni, Samuel Chukwueze, Frank Kessié",True,67,94.61,6947490.51,"€16,025,733.94 - Inaki Williams",Experience-based Scaling,steven.rowland@gonzalez-beck.info,+225796814077,4.08,10,"English, Swahili, Spanish","Talent Scouting, International Transfers, Player Marketing",2024-05-27,Mason Ltd
Robin White,FA1690DA8B,Central Africa,Cameroon,"Victor Osimhen, Samuel Chukwueze, Thomas Partey, Vincent Aboubakar",False,37,95.66,5703517.6,"€12,440,226.09 - Mohamed Salah",Incentive-driven Performance,robin.white@baker.com,+237835479975,4.62,17,"Portuguese, Swahili","Player Marketing, International Transfers, Career Development",2024-06-03,"Brown, Thomas and Perry"
Jackson Martinez,FAC4EAC665,West Africa,Guinea-Bissau,"Achraf Hakimi, Ali Maâloul, Youssef Msakni",False,36,88.41,9492851.77,"€12,908,589.21 - Édouard Mendy",No-trade Clause,jackson.martinez@ortiz.com,+245058588808,3.53,17,"French, Portuguese, Arabic","International Transfers, Talent Scouting, Player Marketing",2024-08-31,"Jones, Lopez and Lewis"
Henry Rivera,FAA9A5B9CC,Southern Africa,South Africa,"Aymen Dahmen, Mohamed Salah",True,34,92.26,3262120.0,"€5,941,653.88 - Edmond Tapsoba",Market Value Dependent,henry.rivera@thompson-smith.org,+27524480854,4.69,19,"Arabic, Spanish","Player Marketing, Career Development",2025-01-24,Maxwell and Sons
Todd Gallegos,FAF5F46609,West Africa,Ivory Coast,"Youssef Msakni, Mohamed Salah, Percy Tau",True,30,60.99,2598389.06,"€21,664,919.39 - André Onana",Buyout Clause Protection,todd.gallegos@huerta.com,+225299436551,4.05,30,"English, French","Contract Negotiation, Career Development",2024-07-03,"Torres, Cox and Shields"
Daniel Miller,FA895DF14E,West Africa,Cape Verde,"Riyad Mahrez, Aymen Balbouli",False,21,84.63,12556947.74,"€17,761,627.27 - Riyad Mahrez",Long-term Development Focus,daniel.miller@nguyen-payne.com,+238317264428,3.71,9,"Portuguese, French, Spanish","International Transfers, Player Marketing",2024-04-19,Vega and Sons
Cynthia Khan,FA0E7B54D4,North Africa,Morocco,"Sadio Mané, Percy Tau, Youssef Msakni",False,31,83.56,4926284.08,"€22,021,102.39 - Riyad Mahrez",Performance-based + Image Rights,cynthia.khan@roberts.com,+212059133970,3.54,19,"French, Portuguese, English","Talent Scouting, Contract Negotiation, Youth Development",2025-02-12,"Richards, Martinez and Singleton"
Jessica Ellis,FA40424A99,Central Africa,Cameroon,"Aymen Dahmen, Percy Tau",True,13,70.43,2842975.51,"€17,424,135.94 - Seifeddine Jaziri",Appearance-based Bonuses,jessica.ellis@hernandez.com,+237689761265,3.8,29,"English, French","Talent Scouting, Career Development",2024-05-19,Lyons and Sons
Brittany Williams,FA6D2F9220,Southern Africa,South Africa,"Édouard Mendy, Kalidou Koulibaly, Vincent Aboubakar",False,100,73.92,13881016.66,"€15,404,869.25 - Riyad Mahrez",Youth Development Oriented,brittany.williams@price-hansen.com,+27172690212,3.86,14,"Spanish, Swahili, Arabic, French","Career Development, Player Marketing, International Transfers",2024-07-07,Martinez PLC
Daniel Price,FA97A3BF2D,North Africa,Libya,"Karl Toko Ekambi, Riyad Mahrez, Achraf Hakimi, Victor Osimhen",True,33,79.83,1966652.19,"€4,979,588.93 - Anis Ben Slimane",Appearance-based Bonuses,daniel.price@gibson.com,+218182834093,4.71,2,"Spanish, Swahili, Portuguese, English","Career Development, International Transfers",2024-08-28,Duncan Inc
Emily Evans,FAF33143E0,West Africa,Niger,"Anis Ben Slimane, Thomas Partey",True,33,70.17,6694682.85,"€20,241,793.36 - Samuel Chukwueze",Loyalty Bonus Included,emily.evans@madden-contreras.biz,+227767876005,4.65,1,"Swahili, Arabic","Career Development, Talent Scouting, Player Marketing",2024-10-05,Salazar Inc
Adam King,FA099A7E13,Central Africa,Equatorial Guinea,"Édouard Mendy, Wahbi Khazri",True,8,96.51,2692618.18,"€17,817,063.22 - Yassine Bounou",Endorsement Deal Integration,adam.king@nelson.com,+240979391993,3.54,16,"Spanish, Portuguese, Swahili, English","Career Development, Talent Scouting",2024-10-12,Rodriguez-Crane
Daniel Alexander,FA81B4C8D7,West Africa,Ivory Coast,"Frank Kessié, Edmond Tapsoba, Anis Ben Slimane, Percy Tau",True,86,95.63,6467033.52,"€22,436,039.59 - Mbwana Samatta",Revenue-sharing from Transfers,daniel.alexander@wiley-fernandez.com,+225489962731,4.82,23,"Swahili, Arabic, Portuguese, English","Youth Development, International Transfers, Talent Scouting",2024-03-09,"Ford, Smith and Riggs"
Daniel Riley,FA1E67D490,Southern Africa,Botswana,"Ali Maâloul, Aymen Dahmen, Vincent Aboubakar, Aymen Balbouli",True,57,60.76,5127085.83,"€12,705,396.05 - Edmond Tapsoba",Relegation Release Clause,daniel.riley@brown.com,+267197965839,3.52,23,"Arabic, Spanish, Portuguese","Career Development, Talent Scouting, Player Marketing",2024-09-13,"Davis, Jones and Johnson"
Colton Wells,FAC8E6909A,Southern Africa,Namibia,"Karl Toko Ekambi, Samuel Chukwueze, Victor Osimhen, Mohamed Salah",False,69,69.37,4038256.09,"€10,103,128.87 - Aymen Dahmen",Balanced Terms with Bonuses,colton.wells@wright.info,+264237975086,4.58,13,"Portuguese, Arabic","Career Development, International Transfers, Talent Scouting",2024-12-26,Horne and Sons
Jason Dominguez,FAD02A8725,Southern Africa,South Africa,"Patson Daka, Edmond Tapsoba, Mohamed Salah, Vincent Aboubakar",False,21,78.37,2043646.44,"€7,238,142.12 - Wilfried Zaha",Signing-on Fee Included,jason.dominguez@price-bender.biz,+27051362996,4.72,13,"Spanish, French, Arabic","Youth Development, International Transfers",2024-05-28,Drake-Dawson
Michael Thompson,FA6B415276,East Africa,Kenya,"Michael Olunga, Mbwana Samatta",True,40,63.36,2422578.84,"€11,128,254.67 - Seifeddine Jaziri",Appearance-based Bonuses,michael.thompson@wilson.com,+254519937069,4.91,23,"Arabic, English, French, Spanish","Player Marketing, Career Development, Talent Scouting",2024-03-10,King PLC
Dawn Brown,FA47F0D5F4,Central Africa,Chad,"Patson Daka, Yassine Bounou, Wahbi Khazri, Michael Olunga",True,25,95.9,8486368.75,"€15,655,391.83 - Karl Toko Ekambi",Youth Development Oriented,dawn.brown@harrison.com,+235081340405,3.53,12,"Spanish, Portuguese, French, Swahili","Contract Negotiation, Career Development",2024-09-30,"Curtis, Smith and Bradley"
Evelyn Kline,FAA8EFBF83,East Africa,Mozambique,"Sadio Mané, Edmond Tapsoba, Mbwana Samatta",True,88,63.9,381607.22,"€19,368,604.50 - Patson Daka",Buyout Clause Protection,evelyn.kline@cross.com,+258317699855,4.23,11,"Spanish, Portuguese","Career Development, Talent Scouting",2025-01-29,Garner and Sons
Lisa Simon,FAE7C03011,East Africa,Eritrea,"Riyad Mahrez, Aymen Balbouli, Wilfried Zaha, Vincent Aboubakar",False,16,72.97,6912732.38,"€7,090,058.90 - André Onana",Sponsorship-linked Earnings,lisa.simon@rivers-craig.com,+291521528612,3.53,7,"Swahili, Portuguese, Spanish","Talent Scouting, International Transfers, Career Development",2024-11-02,Meadows Ltd
William Bowen,FAF52FA923,East Africa,Djibouti,"Wilfried Zaha, Youssef Msakni, Riyad Mahrez, Édouard Mendy",True,71,64.44,6496298.34,"€15,078,821.65 - Samuel Chukwueze",Performance-based + Image Rights,william.bowen@dawson-hill.com,+253825858910,3.69,21,"Arabic, Swahili, Portuguese","Contract Negotiation, International Transfers",2025-02-02,Miller PLC
Justin Perez,FAB053CBA5,Southern Africa,Lesotho,"Aymen Dahmen, André Onana, Mbwana Samatta",False,11,65.89,5488381.36,"€20,121,293.97 - Percy Tau",Loyalty Bonus Included,justin.perez@marsh-nguyen.com,+266375635308,3.76,21,"French, Arabic","Contract Negotiation, Talent Scouting, International Transfers",2024-04-10,Martin-Daugherty
Tracey Carr,FAE4314F1F,North Africa,Tunisia,"Karl Toko Ekambi, Michael Olunga, Ali Maâloul",False,14,68.55,11727290.45,"€12,203,894.84 - Youssef Msakni",Long-term Development Focus,tracey.carr@harper.com,+216692652770,4.43,27,"Spanish, Portuguese, Swahili, Arabic","Career Development, Player Marketing, Talent Scouting",2024-07-17,Whitehead-Fitzgerald
Scott Weaver,FA4DFFF6C7,East Africa,Seychelles,"Samuel Chukwueze, Wahbi Khazri",True,9,88.24,5988155.23,"€17,701,583.10 - Youssef Msakni",Signing-on Fee Included,scott.weaver@lee-miller.com,+248470903301,3.63,20,"Arabic, Swahili","International Transfers, Career Development, Contract Negotiation",2024-09-22,Thomas-Smith
Deborah Garrett,FA2326BB97,Central Africa,Central African Republic,"Thomas Partey, Inaki Williams, Aymen Balbouli",True,15,86.65,440338.45,"€9,443,342.65 - Achraf Hakimi",Balanced Terms with Bonuses,deborah.garrett@walsh-prince.net,+236174934732,4.05,19,"Swahili, French, Portuguese","Talent Scouting, Player Marketing",2024-09-26,Ramos Group
Jeffrey Kramer,FA00F7E36F,Southern Africa,Botswana,"Achraf Hakimi, Mbwana Samatta",True,42,67.39,1009348.78,"€14,340,226.72 - Victor Osimhen",Market Value Dependent,jeffrey.kramer@byrd.org,+267367954433,4.66,10,"English, Swahili","International Transfers, Youth Development, Player Marketing",2024-03-18,Robinson Inc
Donna Oconnell,FA09E0D71B,Southern Africa,South Africa,"Aymen Balbouli, Kalidou Koulibaly, Riyad Mahrez",True,16,85.26,2587279.49,"€13,465,310.06 - André Onana",Relegation Release Clause,donna.oconnell@hanna.com,+27999174050,4.45,2,"Swahili, French, Spanish","Career Development, Youth Development",2024-03-21,Bush-Myers
Wendy Hill,FA73913CC2,Central Africa,Gabon,"Michael Olunga, Mbwana Samatta, Sadio Mané, Mohamed Salah",True,38,93.07,12516797.33,"€17,611,295.96 - Aymen Balbouli",Buyout Clause Protection,wendy.hill@miller.info,+241905237549,4.54,17,"Swahili, English, French","Youth Development, Career Development, Contract Negotiation",2024-08-29,Morales-Dyer
Wesley Bautista,FA6EF6F16D,Central Africa,Cameroon,"Percy Tau, Karl Toko Ekambi",True,44,62.8,10537331.9,"€17,116,966.51 - André Onana",Championship Clause Activation,wesley.bautista@williams-clark.com,+237107257719,4.06,18,"Arabic, Portuguese","Contract Negotiation, Youth Development, International Transfers",2024-12-15,May Inc
Wesley Willis,FA1FA247FF,Central Africa,Republic of the Congo,"Aymen Balbouli, Michael Olunga, Aymen Dahmen",False,55,65.83,716083.12,"€4,090,343.44 - Yassine Bounou",Youth Development Oriented,wesley.willis@martinez.org,+242280194514,3.82,5,"Swahili, Arabic, Spanish, English","Talent Scouting, International Transfers, Youth Development",2025-02-18,"Hunter, Rose and Kennedy"
Christopher Smith,FAE3ADFAE5,Southern Africa,Botswana,"Wilfried Zaha, Sadio Mané, Achraf Hakimi",True,32,63.89,10192397.15,"€17,195,056.85 - Karl Toko Ekambi",Performance-based + Image Rights,christopher.smith@herrera.com,+267006740870,4.61,13,"Spanish, English, Portuguese","International Transfers, Player Marketing, Talent Scouting",2024-09-07,Hays PLC
Lori Terry,FA46FC41C5,West Africa,Cape Verde,"Chancel Mbemba, Mbwana Samatta",False,53,92.43,2982053.11,"€7,345,102.53 - Thomas Partey",Relegation Release Clause,lori.terry@key.biz,+238981906702,4.44,18,"English, Spanish","Talent Scouting, Career Development, International Transfers",2024-11-26,"Thornton, Watson and Gentry"
Kristina Garcia,FA693CBEEC,North Africa,Tunisia,"Victor Osimhen, Mbwana Samatta, Percy Tau, Michael Olunga",True,59,93.87,1066116.98,"€1,867,698.17 - Aymen Dahmen",Renewal Option at Club’s Discretion,kristina.garcia@williams.com,+216530740968,4.73,30,"Portuguese, French, Spanish, Arabic","Youth Development, Contract Negotiation, Player Marketing",2024-04-10,"Miller, Graves and Wade"
William Berger,FA91E13C9A,Central Africa,Republic of the Congo,"Anis Ben Slimane, Wahbi Khazri, Chancel Mbemba, Wilfried Zaha",True,36,63.83,11399996.14,"€14,312,941.53 - Inaki Williams",Renewal Option at Club’s Discretion,william.berger@miller-stafford.com,+242146012534,4.51,19,"Arabic, French, Swahili","Talent Scouting, International Transfers, Player Marketing",2024-09-15,Valencia Inc
Christine Miles,FA2E8C7D09,West Africa,Sierra Leone,"Vincent Aboubakar, Wahbi Khazri, Wilfried Zaha",True,17,75.58,9845099.35,"€11,472,137.33 - Chancel Mbemba",Revenue-sharing from Transfers,christine.miles@adams.info,+232158081428,4.84,30,"Arabic, French","International Transfers, Talent Scouting, Player Marketing",2025-01-18,Mullen LLC
Samuel Ramos,FAB372844A,North Africa,Western Sahara,"Victor Osimhen, Kalidou Koulibaly",False,89,94.12,13857437.1,"€18,345,301.79 - Aymen Dahmen",Loyalty Bonus Included,samuel.ramos@rice.com,+000155161151,3.87,4,"French, Portuguese","Player Marketing, Youth Development",2024-07-09,"Mills, Jacobs and Underwood"
Rodney Garcia,FA0142E68F,Central Africa,Chad,"Seifeddine Jaziri, Youssef Msakni, Yassine Bounou, Victor Osimhen",False,93,66.3,4275925.72,"€19,388,459.20 - André Onana",Medical & Injury Coverage,rodney.garcia@mendoza.info,+235950461240,4.35,29,"Portuguese, Spanish, English","International Transfers, Youth Development",2024-10-14,Young Group
John Butler,FA1C0CC453,West Africa,Guinea,"Aymen Balbouli, Anis Ben Slimane, Karl Toko Ekambi",False,86,81.64,14015379.01,"€20,940,174.50 - Achraf Hakimi",High Base + Short Duration,john.butler@webster.com,+224757663071,4.19,5,"French, Swahili, Arabic","Player Marketing, International Transfers",2024-12-28,Jones-Hampton
Isaac Osborne,FA8E73B2FB,North Africa,Tunisia,"Michael Olunga, Vincent Aboubakar, Ali Maâloul, Frank Kessié",True,48,66.05,11327937.55,"€15,906,952.06 - Samuel Chukwueze",Championship Clause Activation,isaac.osborne@hanson.net,+216473123966,4.49,5,"Portuguese, Arabic, Swahili, Spanish","Career Development, Player Marketing",2024-05-28,Gonzalez-Garcia
Tiffany Garcia,FACF6E34CF,Central Africa,Cameroon,"Kalidou Koulibaly, Yassine Bounou",False,84,64.28,11803347.26,"€15,642,248.39 - Édouard Mendy",Balanced Terms with Bonuses,tiffany.garcia@bautista.org,+237924876888,4.25,10,"Portuguese, English","Career Development, Player Marketing, Contract Negotiation",2024-03-24,Russell PLC
Kathleen Manning,FAB29036E1,West Africa,Mauritania,"Achraf Hakimi, Michael Olunga",False,8,83.15,12654974.27,"€15,345,118.42 - Samuel Chukwueze",Relegation Release Clause,kathleen.manning@miller.com,+222424464954,4.76,24,"Portuguese, Arabic, Swahili","International Transfers, Talent Scouting, Youth Development",2024-06-19,"Quinn, Parker and Crawford"
Connor Blair,FAA3EAF554,Southern Africa,Botswana,"André Onana, Aymen Balbouli, Victor Osimhen, Chancel Mbemba",True,17,85.89,319440.36,"€19,124,397.56 - Riyad Mahrez",Relegation Release Clause,connor.blair@jackson-baker.net,+267271609906,3.82,14,"Portuguese, French","Contract Negotiation, Career Development, International Transfers",2024-05-30,Anthony Inc
Adam Jones,FAC06E1B72,West Africa,Liberia,"Aymen Dahmen, Riyad Mahrez, Vincent Aboubakar, Michael Olunga",False,10,89.61,1488820.61,"€10,826,207.93 - Wilfried Zaha",Championship Clause Activation,adam.jones@villarreal.org,+231081101032,4.89,25,"Arabic, English, French, Portuguese","Youth Development, Career Development, Talent Scouting",2025-01-02,"Long, Robinson and Higgins"
Heather Burke,FA771553FE,West Africa,Burkina Faso,"Wilfried Zaha, Edmond Tapsoba, Ali Maâloul, Patson Daka",True,18,69.62,532737.95,"€8,505,837.06 - Anis Ben Slimane",Signing-on Fee Included,heather.burke@anderson-suarez.com,+226498337759,4.92,29,"English, Swahili","International Transfers, Talent Scouting, Career Development",2024-05-12,Johnson-Morales
Karen Farley,FAF7B8EEDE,West Africa,Ivory Coast,"Percy Tau, Riyad Mahrez, Mbwana Samatta, Édouard Mendy",False,22,89.2,8504873.57,"€12,121,114.54 - Victor Osimhen",Championship Clause Activation,karen.farley@hodge.com,+225077469669,4.15,19,"English, Swahili, Arabic, Portuguese","Career Development, Contract Negotiation, Talent Scouting",2024-09-11,West LLC
Gabrielle Diaz,FA41661387,Central Africa,Sao Tome and Principe,"Thomas Partey, Chancel Mbemba, Aymen Balbouli",True,73,63.66,1408487.41,"€3,399,715.90 - Youssef Msakni",Medical & Injury Coverage,gabrielle.diaz@mcdonald.com,+000231815247,3.72,15,"Swahili, French, Portuguese","Player Marketing, International Transfers",2024-03-18,"Haynes, Hicks and Fernandez"
Ariel Barrett,FA8CD27D12,Southern Africa,Lesotho,"Vincent Aboubakar, Riyad Mahrez",False,54,95.96,8860732.38,"€12,386,108.99 - Thomas Partey",Performance-based + Image Rights,ariel.barrett@gregory.com,+266872547833,4.38,17,"French, Arabic, Portuguese","International Transfers, Youth Development, Contract Negotiation",2024-07-01,Chen-Lewis
Angela Hale,FA46FF280F,Central Africa,Angola,"Yassine Bounou, Mohamed Salah, Michael Olunga",False,10,96.57,13315429.49,"€19,146,711.98 - Kalidou Koulibaly",Incentive-driven Performance,angela.hale@white.com,+244059655965,4.83,21,"Swahili, French","Player Marketing, International Transfers",2024-07-27,Sanders LLC
Christopher Martin,FA2848A30B,Central Africa,Democratic Republic of the Congo,"Anis Ben Slimane, Aymen Dahmen, Mohamed Salah, Frank Kessié",True,87,85.48,3859560.11,"€19,217,920.40 - Wahbi Khazri",Renewal Option at Club’s Discretion,christopher.martin@king.biz,+243926176475,4.63,28,"Spanish, English, Arabic","Contract Negotiation, Player Marketing",2024-09-11,Hamilton-Mendoza
James Norris,FA2C41AA16,Southern Africa,Namibia,"Riyad Mahrez, Vincent Aboubakar, Frank Kessié",True,18,65.43,961654.65,"€15,471,245.98 - Ali Maâloul",Incentive-driven Performance,james.norris@combs.com,+264847199695,3.51,22,"Swahili, Portuguese, Spanish","Contract Negotiation, Player Marketing, Youth Development",2024-08-07,Robinson and Sons
Alexandria Ross,FA6DF07142,North Africa,Algeria,"Seifeddine Jaziri, Vincent Aboubakar, Yassine Bounou, Riyad Mahrez",False,21,87.37,8907922.12,"€15,344,598.19 - Patson Daka",Relegation Release Clause,alexandria.ross@gregory.biz,+213463252494,3.84,8,"Portuguese, French, Swahili, English","Player Marketing, Contract Negotiation, Youth Development",2024-08-20,Wilson Ltd
Stephen Keller,FA5D0E7495,West Africa,Ivory Coast,"Édouard Mendy, Samuel Chukwueze, Seifeddine Jaziri, Mohamed Salah",True,51,71.14,12537904.71,"€15,760,267.15 - Aymen Dahmen",Loyalty Bonus Included,stephen.keller@gilbert.net,+225101547140,4.69,3,"English, Arabic","Contract Negotiation, Career Development",2025-02-17,Nichols-Shaffer
Angela Williams,FA121E8364,North Africa,Tunisia,"Riyad Mahrez, Wilfried Zaha, Ali Maâloul",True,91,84.19,7589290.86,"€14,521,487.69 - Frank Kessié",Sponsorship-linked Earnings,angela.williams@todd-taylor.com,+216082979700,3.59,17,"Portuguese, Arabic","Player Marketing, Youth Development, Career Development",2024-03-29,Wright-Pham
Jack Gomez,FAF8CBEB66,West Africa,Burkina Faso,"Anis Ben Slimane, Inaki Williams, Thomas Partey",False,67,97.28,4222609.61,"€22,408,485.16 - Wilfried Zaha",Medical & Injury Coverage,jack.gomez@jackson.net,+226845124256,4.09,18,"Arabic, Portuguese, English","Contract Negotiation, Player Marketing",2024-10-29,"Griffin, Maynard and Calhoun"
Erik Coleman,FA658A0F15,East Africa,Madagascar,"Édouard Mendy, Anis Ben Slimane",True,92,83.23,6073165.61,"€18,880,726.68 - Inaki Williams",Signing-on Fee Included,erik.coleman@torres.com,+261181646674,4.14,1,"French, Arabic, Portuguese","Talent Scouting, Youth Development, Career Development",2024-11-13,Williams-Cooper
Anthony Myers,FACEF7439C,Southern Africa,South Africa,"Yassine Bounou, Patson Daka, Michael Olunga, Edmond Tapsoba",False,48,61.59,14535872.36,"€18,544,401.61 - Victor Osimhen",Long-term Development Focus,anthony.myers@wilson.com,+27477604883,4.67,30,"English, Arabic","Talent Scouting, Contract Negotiation, Career Development",2025-02-22,Johnson-Howard
Steven Stout,FAEABA5BB3,Southern Africa,South Africa,"Victor Osimhen, Thomas Partey, Mohamed Salah",True,7,71.16,7379915.3,"€13,430,692.80 - Mohamed Salah",Revenue-sharing from Transfers,steven.stout@barr.biz,+27576145484,3.93,26,"French, Arabic, Swahili, Spanish","International Transfers, Player Marketing",2024-04-30,Johnson-Williams
Frederick Norris,FA4AEB94EA,North Africa,Sudan,"Samuel Chukwueze, Percy Tau, Yassine Bounou, Seifeddine Jaziri",False,51,95.37,1852880.74,"€5,920,907.10 - Wilfried Zaha",Signing-on Fee Included,frederick.norris@jacobs.com,+249255505336,3.6,24,"Spanish, Swahili, Arabic","Player Marketing, Career Development, Youth Development",2024-06-18,"Richardson, Delgado and Rodriguez"
Dillon Rollins,FAE5CA9652,West Africa,Benin,"Aymen Balbouli, Victor Osimhen",False,22,93.4,2341514.39,"€18,440,602.04 - Achraf Hakimi",Performance-based + Image Rights,dillon.rollins@horton-howard.com,+229755290282,4.98,22,"Arabic, Portuguese, Swahili, French","Youth Development, International Transfers, Career Development",2024-12-03,"Romero, Garner and Thomas"
Heather Shelton,FAFAF829DB,North Africa,Sudan,"Patson Daka, Thomas Partey, Inaki Williams, Wahbi Khazri",True,79,90.76,9881258.45,"€15,811,523.08 - Samuel Chukwueze",Relegation Release Clause,heather.shelton@george.info,+249641475092,4.9,13,"Spanish, Portuguese, Swahili","Career Development, International Transfers, Player Marketing",2024-09-11,"Price, Salazar and Humphrey"
Shawn Bell,FAABE61DD3,East Africa,Ethiopia,"Inaki Williams, Vincent Aboubakar, Édouard Mendy, Chancel Mbemba",False,82,61.92,14558317.01,"€15,808,850.12 - Victor Osimhen",High Base + Short Duration,shawn.bell@tran.net,+251622227705,4.41,16,"French, Swahili","International Transfers, Talent Scouting, Youth Development",2024-05-07,Garrison PLC
Matthew Mcdaniel,FA0F1C7777,East Africa,Ethiopia,"Wilfried Zaha, Patson Daka, Samuel Chukwueze",False,18,95.76,9163146.65,"€12,842,842.32 - Inaki Williams",Market Value Dependent,matthew.mcdaniel@monroe-jones.info,+251949770981,3.92,17,"Portuguese, English, French","International Transfers, Talent Scouting, Player Marketing",2025-02-14,Wade and Sons
Daniel Mejia,FAB7A3D8BA,East Africa,Seychelles,"Samuel Chukwueze, André Onana",True,17,65.14,14559553.17,"€20,462,702.43 - Samuel Chukwueze",Endorsement Deal Integration,daniel.mejia@fuller-washington.com,+248667470793,3.72,28,"Spanish, Portuguese, French, English","Player Marketing, International Transfers",2024-04-25,"Washington, Mejia and Salinas"
Richard Gonzalez,FA8B6D7C06,East Africa,Madagascar,"Riyad Mahrez, Edmond Tapsoba",False,39,82.88,7098281.95,"€10,805,078.05 - Wilfried Zaha",Incentive-driven Performance,richard.gonzalez@martin.info,+261196103509,4.72,17,"Spanish, English, Portuguese, Arabic","Talent Scouting, International Transfers",2024-09-22,Monroe Inc
Andrea Dixon,FA79436659,West Africa,Togo,"Inaki Williams, André Onana, Yassine Bounou, Aymen Dahmen",True,37,75.11,4117130.28,"€14,471,728.16 - Aymen Dahmen",Endorsement Deal Integration,andrea.dixon@evans.info,+228987743330,3.92,29,"Portuguese, English","Youth Development, Player Marketing",2025-01-05,Haynes-Hood
Susan King,FA38E260FF,Central Africa,Central African Republic,"Victor Osimhen, Anis Ben Slimane",True,87,72.28,9594426.66,"€22,218,787.17 - Vincent Aboubakar",Endorsement Deal Integration,susan.king@shah.com,+236098092724,4.35,1,"French, Swahili, English, Portuguese","Player Marketing, Contract Negotiation, Career Development",2024-11-08,"Love, Kelly and Lyons"
Zachary Smith,FAD706E05A,Southern Africa,South Africa,"Mbwana Samatta, Frank Kessié",False,64,80.05,4497907.43,"€11,601,442.88 - Kalidou Koulibaly",High Base + Short Duration,zachary.smith@mcdonald.net,+27006595717,4.73,26,"Portuguese, English, Arabic","Youth Development, Contract Negotiation",2024-10-14,"Cruz, Willis and Scott"
Patrick Blankenship,FAFBF10151,Southern Africa,Namibia,"Wahbi Khazri, Frank Kessié",True,53,80.63,7312539.21,"€11,454,368.54 - Chancel Mbemba",Buyout Clause Protection,patrick.blankenship@willis-willis.com,+264770674679,3.95,5,"Arabic, Portuguese, English","Player Marketing, International Transfers, Contract Negotiation",2024-06-04,Cruz and Sons
Melissa Bentley,FAC6553D1D,East Africa,Kenya,"Mbwana Samatta, Mohamed Salah, Inaki Williams",True,69,81.62,9017235.81,"€14,327,549.97 - Aymen Balbouli",Performance-based + Image Rights,melissa.bentley@williams-smith.com,+254075782896,4.73,24,"Arabic, French, English","Talent Scouting, International Transfers, Player Marketing",2024-11-26,Patterson-Leonard
Patricia Moore,FAA885CB47,North Africa,Tunisia,"Ali Maâloul, Sadio Mané, Victor Osimhen",True,62,63.83,170868.18,"€3,390,747.11 - Inaki Williams",Long-term Development Focus,patricia.moore@casey.com,+216872542133,4.99,7,"Arabic, Swahili","Career Development, Contract Negotiation",2024-10-17,"Davis, Washington and Gomez"
Lisa Johnson,FAB81C2C03,West Africa,Benin,"Frank Kessié, Wahbi Khazri, Youssef Msakni",False,53,85.71,4790127.76,"€14,103,381.99 - Chancel Mbemba",Loyalty Bonus Included,lisa.johnson@dalton.com,+229173460756,3.68,19,"Swahili, French, Spanish, English","Contract Negotiation, Talent Scouting, Youth Development",2024-06-05,"Henderson, Weber and Knapp"
Clarence Taylor,FA93FFEF75,East Africa,Zambia,"Yassine Bounou, Aymen Balbouli",True,86,91.16,560034.62,"€3,818,643.41 - Riyad Mahrez",Balanced Terms with Bonuses,clarence.taylor@myers-fisher.com,+260949450568,4.78,9,"English, Arabic","International Transfers, Career Development, Contract Negotiation",2024-12-02,Harris LLC
Adam Davis,FAFDC68E39,Central Africa,Republic of the Congo,"Victor Osimhen, Achraf Hakimi, Kalidou Koulibaly, Edmond Tapsoba",False,35,88.34,8862387.59,"€11,489,690.35 - Aymen Dahmen",Performance-based + Image Rights,adam.davis@simpson-stephens.info,+242091178379,4.92,18,"English, French","Youth Development, Contract Negotiation",2024-08-13,Adams and Sons
Travis Solis,FA6C9569D0,Central Africa,Angola,"Anis Ben Slimane, Mohamed Salah",False,6,63.42,8712367.86,"€19,188,720.72 - Sadio Mané",Sponsorship-linked Earnings,travis.solis@thompson-petty.info,+244371952600,3.69,13,"Spanish, English, Arabic","Career Development, Contract Negotiation, Youth Development",2025-02-16,Hamilton-Wagner
